0,-31.847,-1.014414009504131E-4,1.0316413705001198E-5
0.005,-31.847,-0.10618847613477751,-0.012600826141474819
0.01,-31.847,-0.0957867100486011,-0.002588890522311473
0.015,-31.847,-0.10198361889827243,-0.006911882247661973
0.02,-31.847,-0.10670472404836243,-0.006984814917442893
0.025,-31.847,-0.11250110791535697,-0.00756662201343431
0.03,-31.847,-0.11858520926329548,-0.008324547383006944
0.035,-31.847,-0.12488160286604673,-0.00908235870695986
0.04,-31.847,-0.13127204398367098,-0.009848542288699866
0.045,-31.847,-0.1376281900590381,-0.010638301891521124
0.05,-31.847,-0.14384278596101244,-0.011452932581908251
0.055,-31.847,-0.14983972135355558,-0.012290757911671878
0.06,-31.847,-0.1555717419781511,-0.013150695545215446
0.065,-31.847,-0.16101332053703127,-0.0140319843471786
0.07,-31.847,-0.1661531592525834,-0.014933854624379137
0.075,-31.847,-0.17098840559626002,-0.01585551873110152
0.08,-31.847,-0.17552117099601428,-0.01679623384657587
0.085,-31.847,-0.1797571520007474,-0.017755346014290102
0.09,-31.847,-0.18370578548506092,-0.0187323055722619
0.095,-31.847,-0.18738123083812708,-0.019726657420241656
0.1,-31.847,-0.19080347789248298,-0.020738015836166898
0.105,-31.847,-0.19399900483822213,-0.02176603621696066
0.11,-31.847,-0.1970006307653304,-0.022810392307943708
0.115,-31.847,-0.1998464713738383,-0.023870761501173534
0.12,-31.847,-0.20257814683766825,-0.024946816999367048
0.125,-31.847,-0.20523855160078197,-0.026038224719831426
0.13,-31.847,-0.20786955111403366,-0.02714464322299858
0.135,-31.847,-0.21050992844450844,-0.028265725366984448
0.14,-31.847,-0.21319379727832702,-0.029401120537970737
0.145,-31.847,-0.21594956932607698,-0.030550476490514105
0.15,-31.847,-0.21879945067974194,-0.03171344025051448
0.155,-31.847,-0.221759366444934,-0.03288965805897536
0.16,-31.847,-0.2248391828476964,-0.034078774711233564
0.165,-31.847,-0.22799485001233685,-0.03527995917238253
0.17,-31.847,-0.2312585278020733,-0.036493957957122077
0.17500000000000002,-31.847,-0.23464179482242273,-0.03771959176105709
0.18,-31.847,-0.23814347409744938,-0.038956459519354406
0.185,-31.847,-0.2417561511786918,-0.04020447614422276
0.19,-31.847,-0.2454682553811547,-0.04146334967718513
0.195,-31.847,-0.24926441677606426,-0.042732632643597786
0.2,-31.847,-0.25312616545599376,-0.04401192081799642
0.20500000000000002,-31.847,-0.25703667924320855,-0.0453008888798229
0.21,-31.847,-0.2609725208273733,-0.046599157779648875
0.215,-31.847,-0.2649086272568515,-0.047906346261325276
0.22,-31.847,-0.268820235758885,-0.04922206622606963
0.225,-31.847,-0.272683744877494,-0.050545937203310694
0.23,-31.847,-0.27647742872857073,-0.05187758977981651
0.23500000000000001,-31.847,-0.2801821924201309,-0.053216658498725034
0.24,-31.847,-0.2837818334990524,-0.05456278307939701
0.245,-31.847,-0.2872643558766657,-0.055915617905525565
0.25,-31.847,-0.2906221830673754,-0.0572748364476807
0.255,-31.847,-0.29385192650358066,-0.05864012865778078
0.26,-31.847,-0.2969540323649191,-0.060011203137724047
0.265,-31.847,-0.29993240560772233,-0.06138779651039646
0.27,-31.847,-0.302794018036005,-0.06276967621136222
0.275,-31.847,-0.3055485416841274,-0.06415663157181022
0.28,-31.847,-0.3082079242747431,-0.06554846598920194
0.28500000000000003,-31.847,-0.31078608014867576,-0.06694500689835309
0.29,-31.847,-0.31329857807054556,-0.06834610585916837
0.295,-31.847,-0.31576218059022426,-0.06975160183201182
0.3,-31.847,-0.3181942694680685,-0.07116131595684184
0.305,-31.847,-0.32061219464184443,-0.07257511099493578
0.31,-31.847,-0.3230325090271537,-0.07399287056489103
0.315,-31.847,-0.3254701803784821,-0.07541438960282461
0.32,-31.847,-0.3279380133510066,-0.07683945241705821
0.325,-31.847,-0.33044634676679285,-0.07826801053285382
0.33,-31.847,-0.33300278455906146,-0.07969997950030859
0.335,-31.847,-0.33561193231579034,-0.08113497390140481
0.34,-31.847,-0.3382756160929573,-0.08257275102791982
0.34500000000000003,-31.847,-0.3409933995541158,-0.08401356002780908
0.35000000000000003,-31.847,-0.34376239182139845,-0.08545723814219447
0.355,-31.847,-0.3465771033356432,-0.08690281370139501
0.36,-31.847,-0.3494309618581744,-0.08835025015636092
0.365,-31.847,-0.3523168394409466,-0.0898006311047982
0.37,-31.847,-0.3552243053190131,-0.09125312138550888
0.375,-31.847,-0.3581404097557574,-0.0927059178408676
0.38,-31.847,-0.361053952970011,-0.09415979581995687
0.385,-31.847,-0.3639553454678599,-0.09561655066893124
0.39,-31.847,-0.3668323586149833,-0.09707452641490377
0.395,-31.847,-0.36967123836294846,-0.0985307080936892
0.4,-31.847,-0.37246327497782505,-0.0999876182213747
0.405,-31.847,-0.3752021889225118,-0.10144840812547276
0.41000000000000003,-31.847,-0.37787872144537227,-0.10290902797647927
0.41500000000000004,-31.847,-0.3804877851838681,-0.10436560568144329
0.42,-31.847,-0.3830315586616818,-0.10582274885544056
0.425,-31.847,-0.3855093644920565,-0.10728307981935753
0.43,-31.847,-0.3879166390153247,-0.10874265727279661
0.435,-31.847,-0.39025442946634276,-0.11019884967347518
0.44,-31.847,-0.3925313996328705,-0.11165455495583082
0.445,-31.847,-0.3947555688858218,-0.11311194194694818
0.45,-31.847,-0.3969304988047308,-0.11456854842910974
0.455,-31.847,-0.3990618176696968,-0.1160223682349195
0.46,-31.847,-0.4011576951641951,-0.11747543528721847
0.465,-31.847,-0.4032273612756079,-0.11892838681973937
0.47000000000000003,-31.847,-0.40527980655196993,-0.12038036416749898
0.47500000000000003,-31.847,-0.4073220143815991,-0.12183081020606179
0.48,-31.847,-0.40936212670751554,-0.12327983672822819
0.485,-31.847,-0.4114068406415619,-0.12472788012784877
0.49,-31.847,-0.4134615440165577,-0.12617480891792923
0.495,-31.847,-0.41553133385088425,-0.12762014534870367
0.5,-31.847,-0.4176208088609082,-0.12906382474449643
0.505,-31.847,-0.41973253738852456,-0.13050610058816803
0.51,-31.847,-0.42186619221230276,-0.1319469192368029
0.515,-31.847,-0.42401915344453733,-0.133385921547223
0.52,-31.847,-0.42618962054509135,-0.13482306845199007
0.525,-31.847,-0.42837582382650297,-0.1362583797038945
0.53,-31.847,-0.43057506719617056,-0.13769174196511233
