0,-1.4897043081482173E-7
0.005,-5.825193336632052E-4
0.0075,-9.329121354755531E-4
0.01,-0.0012904587202181097
0.015,-0.0018730940160499956
0.02,-0.002028047071859198
0.025,-0.0017864915358913294
0.03,-0.0013744988963581973
0.035,-0.0010754614870614194
0.04,-0.001175374474521932
0.045,-0.0014207143522911839
0.05,-0.0016426668149418142
0.055,-0.001766935221459029
0.06,-0.0018023218914834554
0.065,-0.0017953345490268567
0.07,-0.0017892695331749565
0.075,-0.0018051120077570916
0.08,-0.0018425872243411703
0.085,-0.0018908702756201014
0.09,-0.0019390322598723606
0.095,-0.0019813382546852807
0.1,-0.0020174121441906387
0.105,-0.002049742973584764
0.11,-0.0020810547821613155
0.115,-0.0021128771507982983
0.12,-0.0021454064230742053
0.125,-0.002178080017318311
0.13,-0.00221023032474727
0.135,-0.0022414618629805474
0.14,-0.002271948625836756
0.145,-0.0023014252346265462
0.15,-0.002329950446963128
0.155,-0.0023577673703311904
0.16,-0.0023851245038681397
0.165,-0.0024121304191748625
0.17,-0.0024387128287933334
0.17500000000000002,-0.002464720945083424
0.18,-0.0024899487133547803
0.185,-0.0025142831032778485
0.19,-0.002537797903561919
0.195,-0.002560717803079532
0.2,-0.002583268646777273
0.20500000000000002,-0.0026055161261703402
0.21,-0.002627311306706885
0.215,-0.002648390637561274
0.22,-0.002668567058676606
0.225,-0.0026878770491782105
0.23,-0.0027065718891556285
0.23500000000000001,-0.0027249492900379055
0.24,-0.00274313973303002
0.245,-0.002761003272276677
0.25,-0.0027782209636748995
0.255,-0.0027945257791979197
0.26,-0.0028099099984620203
0.265,-0.0028246524983372642
0.27,-0.002839137704914989
0.275,-0.002853622938306292
0.28,-0.002867968104391191
0.28500000000000003,-0.0028816678648578317
0.29,-0.002894244582160352
0.295,-0.002905704629821875
0.3,-0.0029166381384180436
0.305,-0.0029277938935960966
0.31,-0.002939419461194058
0.315,-0.0029508551328141573
0.32,-0.002961258153561454
0.325,-0.0029701952506972773
0.33,-0.002977993591612846
0.335,-0.0029855425142394205
0.34,-0.0029937006125757394
